"Company","count"
"SOUTHWEST STAGE FUNDING",16
"COUNTRY CLUB MORTGAGE, INC.",1
"Barrett Financial Group, L.L.C.",2
"Chaparral Inc",10
"SIERRA PACIFIC MORTGAGE",66
"North Shore LIJ Health System",7
"DEBT CREDIT SERVICES",6
"Jenkins, Wagnon & Young, P.C.",13
"Collectibles Management Resources",15
"LOAN SERVICING GROUP",5
"Sindeo, Inc.",3
"Sonnenschein Financial Services, Inc.",15
"Student Debt Center LLC",5
"Action Collection Service",46
"Account Control Bureau",11
"Scherr & McClure",22
"Michael G. Niles",7
"Vinci Law Office, LLC",7
"Kenneth E. Davidson, Attorney",4
"Bennett Law PLLC",10
"OPES ADVISORS, INC.",4
"Road Runner Collection Services, Inc.",9
"WRJ Holdings, LLC",14
"Altitude Community Law P.C.",12
"Bass & Associates, P.C., Attorneys at Law",51
"EMORY ENTERPRISES, LLC",13
"BlueYield, Inc.",4
"Berco Finance Corp",7
"HEAD MERCANTILE CO., INC.",21
"Smith Law Firm, P.C.",5
"Ashton & Weinberg, Inc.",26
"Vertical Capital Asset Management, LLC",1
"D.B.M.E., INC",7
"Brian McCaffrey, Attorney At Law",1
"Professional Adjustment Corp. of S.W. FL., Inc.",103
"Legal Action Bureau Inc",3
"Franklin Mortgage Solutions, LLC",5
"ATHAS CAPITAL GROUP, INC.",8
"Amity Associates LLC",5
"Dominus Law and Recovery, LLC.",2
"Friendly Finance Corporation",29
"Oliver Adjustment Company of Kenosha & Racine, Inc",8
"The Grimes Legal Group, LLC",1
"B & B FINANCIAL SERVICES INC",9
"AURORA FINANCIAL GROUP INC",21
"Shore View Financial Partners Inc.",2
"The Moore Law Group",32
"Nagle & Zaller, PC",9
"RCS Recovery Services, LLC",19
"Professional Choice Recovery, Inc.",9
"Ace Motor Acceptance Corporation",6
"Louisiana Bureau of Credit Control Inc.",8
"Cadillac Accounts Receivable Management",23
"Cohen Kaplan Tulowitz LLC",10
"Emerald AR Systems, LLC",19
"RAB PERFORMANCE RECOVERIES, LLC",20
"Streamline Recovery Inc",35
"SMS Check Recovery LLC",7
"Butte County Credit Bureau",20
"Greenberg Law Firm, Professional Corporation",2
"Brown’s New Credit Bureau Inc.",9
"INTERCOASTAL MORTGAGE, LLC",3
"Credit Bureau of Northern California Collections Services Inc",1
"Finance System of Toledo, Inc.",31
"Mages & Price LLC",7
"McNeil & Meyers Asset Management Group, LLC",13
"Todd, Bremer & Lawson, Inc.",31
"MBA Mortgage Services Inc.",2
"Access Capital Services, Inc.",21
"Siwell Inc",51
"Westgate Arbitration INC (Closed)",11
"Receivables Management Associates",14
"Jefferson Title Corporation",6
"Hawthorn Recovery Services, Inc.",7
"E Z CASH OF DELAWARE, INC.",2
"Wharthog Ventures LLC dba Loans Not Sharks",9
"Pan Am Collections, Inc.",22
"CFAM Financial Services, LLC",8
"EQUITY HOME LENDERS, INC",1
"Epn, Inc.",9
"Courtney & Camp",3
"POLARIS HOME FUNDING CORP",9
"Sprechman & Associates, P.A.",16
"The AAA Company",5
"LICTY, INC.",7
"Strauss Factor Laing & Lyons",6
"J. Scott Watson",5
"SHEA MORTGAGE INC.",6
"Esser, James & Associates",33
"SoFi Mortgage, LLC",5
"United Military Mortgage, LLC",22
"GOLDEN EMPIRE MORTGAGE INCORPORATED",11
"Rodenburg LLP",42
"MEDCAH, Inc.",22
"TCF FINANCIAL CORPORATION",116
"Columbia Collectors Inc",13
"Creditors' Protection Service, Inc.",9
"Results Unlimited, Inc.",36
"Quality Recovery Services, Inc.",51
"Credit One LLC",10
"Utah Loan Servicing, LLC",5
"SOUTHERN TRUST MORTGAGE LLC",10
"Roseberry Inc.",3
"Assured Financial Partners",46
"Williamson and Brown, LLC",3
"Zeus Mortgage, Ltd.",3
"Midwest Fidelity Services, LLC",30
"Gordon, Aylworth & Tami, P.C.",20
"Flagship Financial Group",20
"DHI MORTGAGE COMPANY",69
"National Management Recovery Corp. (NMRC)",26
"RockLoans Holdings LLC",9
"Visio Financial Services Inc.",13
"HK Recovery Group Inc.",1
"Stenger & Stenger, P.C",70
"MSCB, Inc.",5
"Cascade Collections, Inc.",32
"ROCKY MOUNTAIN MORTGAGE COMPANY",8
"Morris, Hardwick, Schneider, LLC",15
"Pinebrook Holdings, LLC",11
"KAITER ENTERPRISES, INC, DBA COLORADO LENDING GROUP",1
"Malen & Associates, p.c.",30
"Meridian ARG Inc.",44
"CONDOR CAPITAL CORP",54
"Liberty Home Equity Solutions, Inc.",37
"Alco Collections, Inc.",20
"FMR (FORWARD MOVEMENT RECOVERY)",2
"Hodosh, Lyon & Hammer, PC",11
"John C. Bonewicz, P.C.",20
"Time Investment Company, Inc.",7
"JNR Adjustment Company, Inc",51
"City Enterprises, LLC",7
"Mid-Michigan Collection Bureau",37
"Ascension Recovery Management",15
"Garner & Conner, PLLC",8
"Blue Global Media, Inc.",11
"B&F Finance Corp.",11
"Credit Associates of Maui, LTD",14
"AXIA FINANCIAL, LLC",8
"PC LEGAL SERVICES, LLC",7
"Municipal Collections Services, Inc.",27
"Asset Management Professionals, LLC",34
"NARTEY LAW GROUP, LLC",10
"COLLECTION PROFESSIONALS INC (Illinois)",23
"Advanced Call Center Technologies, LLC",27
"Accurate Financial Partners",39
"Prim and Mendheim",6
"Fitzgerald Goldman & Associates, Inc.",13
"Columbus Capital Lending, LLC",4
"Concentric Receivables Management, Ltd.",60
"Sigue Corp.",21
"Nationwide Debt Reduction Services, LLC",19
"GEORGETOWN MORTGAGE, INC.",5
"Fidelity Account Services LLC",4
"TOTAL FINANCE AC LLC",16
"Walter Lee & Associates, LLC",28
"Absolute Collections Corp.",16
"Best Capital Funding",2
"MORTGAGE CORPORATION OF THE SOUTH",3
"Brian A. Blitz, P.A.",3
"Charlottesville Settlement Company",1
"Secure Financial Services, Inc. D/B/A Secure Mortgage Company",1
"United Recovery Group, LLC (Closed)",58
"Kehoe Financial Group, LLC",9
"American Credit Bureau, Inc.",43
"Bursey & Associates, P.C.",25
"AMERIPRO FUNDING, INC.",3
"ONEGO Inc.",3
"LAFOURCHE MORTGAGE & LOAN, INC.",1
"CFS Holdings, Inc",9
"STUDENT ASSISTANCE FOUNDATION",26
"Wheel City Motors East, Inc.",3
"Sovereign Lending Group, Incorporated",13
"Compass Recovery Group, LLC",11
"EMPIRE HOME MORTGAGE, INC.",1
"JMAC LENDING INCORPORATED",12
"NEW YORK STATE HIGHER EDUCATION SERVICES CORPORATION (HESC)—",91
"Wetsch Abbott Osborn Van Vliet PLC.",24
"UNITED PACIFIC BANK",8
"American Capital Mortgage, Inc",1
"Student Connections, LLC",1
"Albuquerque Auto Outlet",2
"RateBeat LLC",1
"Thompson Steinberg",1
"Webster Account Solutions LLC",34
"Idaho Housing and Finance Association",35
"Jormandy, LLC",7
"Delmarva Collections, Inc.",22
"CREDIT BUREAU ASSOCIATES-NORTHEAST, INC.",13
"American Credit Financial",25
"Ardmore Finance Corporation",8
"Venture Financial Services, Inc.",9
"FCN Catalogue & Equipment, Inc.",3
"Cohen McNeile & Pappas, PC",13
"PERDUE BRANDON FIELDER COLLINS & MOTT LLP",8
"NORTH STATE ACCEPTANCE LLC",27
"FBC MORTGAGE, LLC",55
"Globe Acceptance, Inc.",8
"Certified Services, Inc.",31
"Maxitransfers Corporation",3
"American Mediation",8
"Receivable Recovery Services, LLC",132
"HOMETOWN EQUITY MORTGAGE",4
"Specialized Management Services, Inc.",8
"Credit Solutions LLC",10
"Andrews & Cox, P.C.",17
"Firsel Law Group, Ltd.",6
"RUSSELL, MIRKOVICH & MORROW",1
"Lafayette General Medical Center",13
"MJ Altman Companies, Inc.",26
"Zealandia Holding Company, Inc.",8
"Bilateral Credit Corp, LLC",18
"ClearPath Lending",16
"National Bureau of Collections, Inc",7
"Self Lender Inc",51
"Finance System of Richmond, Inc.",38
"RMA Credit Association",18
"Aubrey Thrasher, LLC",1
"Ambassador Mortgage, LLC",2
"Medical & Professional Collection Services, Inc. NC.",25
"American Cycle Finance, Inc.",1
"Pacific Financial Group (Closed)",20
"Financial Service Center of Ohio, LLC",12
"NATIONWIDE MORTGAGE BANKERS, INC.",5
"Account Managers, Inc.",23
"SW Linear Investment Group, LLC",3
"Jonathan C. Frank & Associates, LLC",20
"Filings and Claims Inc.",22
"BALANCED HEALTHCARE RECEIVABLES, LLC",36
"EASTERN BANK CORPORATION",10
"Avantus, LLC",33
"HILCO RECEIVABLES LLC",8
"Advanced Professional Group",6
"Account Liquidation Services Inc.",13
"Bleier & Cox APC",24
"AutoMoney, Inc.",12
"Collection Technology Incorporated",61
"Patriot Lending Services Inc",1
"Allied Financial Group & Associates (Closed)",20
"Universal Account Servicing, LLC",40
"Middlesex Health Resources, Inc",6
"Midway Resolution Services LLC",23
"Jzanus Ltd.",14
"Eblen Freed PC",1
"Securitas Financial Inc",2
"United Accounts, Inc.",21
"American Financial Credit Services, Inc.",11
"Acceptance Rentals, Inc.",34
"WCDA WYOMING COMMUNITY DEVELOPMENT AUTHORITY",3
"Envision Payment Solutions, Inc.",3
"ISCC, LLC",1
"Lacy Katzen LLP",3
"Family Choice Financial, Inc.",1
"Accounts Management, Inc",20
"SOUTHWEST COLLECTION SERVICES INC.",17
"JLM R.E. INVESTMENTS",1
"Big City Finance, LLLP",20
"BAYSHORE MORTGAGE FUNDING, LLC",4
"G&P Enterprises, LLC",17
"Shapiro, DiCaro & Barak, LLC",25
"SACOR FINANCIAL, INC",31
"The Law Offices of Gregory Alexandrides, LLC",5
"Miller Davis & Peoples",22
"ADR ARBITRATION SERVICES (Closed)",37
"Cash Time Title Loans, Inc.",14
"California Accounts Service",33
"Bayview Solutions LLC",15
"Complete Professional Recovery LLC",1
"VERISK ANALYTICS INC",21
"Advance Title and Loans, LLC",1
"Kentucky Housing Corporation",15
"Blue Sky Capital Realty, Inc.",6
"Buffaloe & Associates, PLC",16
"Russell Collection Agency, Inc",37
"ACI Worldwide, Corp.",11
"SUMMIT MORTGAGE CORPORATION",5
"Double Diamond-Delaware, Inc.",3
"Secure One Capital Corporation",9
"Student Loan Care, LLC",23
"Healthcare Financial Services, LLC",38
"MCS MORTGAGE BANKERS, INC.",12
"American Mortgage Service Company",3
"Vengroff Williams, Inc",65
"Certified Credit & Collection Bureau",17
"First World Mortgage Corporation",2
"Stuart-Lippman and Associates, Inc",90
"Round Two Recovery",30
"CCBA Inc.",6
"Tri-Counties Accounts Adjustment Bureau",10
"Nextep Funding LLP",7
"EMPIRE MEDIATION SERVICES LLC",14
"Trademark Management Solutions, LLC.",24
"AFM Financial Services, LLC",3
"JMD,LLC",36
"Mission Financial Services Corporation",20
"Sunshine State Credit",4
"Receivable Collection Services, LLC",11
"Vinson Mortgage Services, Inc.",3
"WMC MORTGAGE, LLC",14
"Roberts Law, LLC",4
"Travelex NY, Inc.",13
"Peroutka, Miller, Klima & Peters, P.A.",50
"ROBERT TIMMS AND ASSOCIATES INC.",4
"Henley, Lotterhos & Henley, PLLC",9
"National Financial LLC",21
"Diaz & Associates, Inc.",47
"Genesis Credit Management, LLC",73
"Illinois Lending Corporation",6
"Tennessee Quick Cash, Inc.",12
"FINANCIAL MANAGEMENT  SOLUTIONS (NY)",3
"NEW WORLD COLLECTIONS, INC.",5
"Works & Lentz, Inc",24
"J R Brothers Financial, Inc.(Closed)",14
"Consolidated Auto Sales, Inc.",2
"Ronald B. Rich & Associates, PLC",2
"Paramount Capital Group, Inc.",17
"Credit Control Company, Inc.",14
"Woods Oviatt Gilman LLP",6
"Kashable LLC",4
"National Home Buyer’s Alliance",4
"Brinkman Alliance Group",23
"Global Portfolio Recovery, LLC",46
"FirstCollect, Inc.",6
"Core Recoveries, LLC",8
"Rozlin Financial Group, Inc.",35
"Pettitt & Kimball, PLLC",1
"The Law Office of John P. Frye P.C.",18
"SinglePoint GI",9
"Houston Finance Co.",7
"JAMES B. NUTTER & COMPANY",104
"AmerAssist A/R Solutions, Inc.",79
"THIRD FINANCIAL SERVICES CORP",7
"Executive Acquisitions Group, LLC",7
"Global Tel*Link Corporation",10
"Biehl & Biehl, Inc",20
"Resurgence Legal Group, PC",27
"CADENCE BANCORPORATION",18
"WESTERN CREDIT & COLLECTION SERVICE, INC.",5
"The Law Firm of Allan C. Smith",17
"SFS, Inc",65
"Resolve Partners, LLC",33
"DHA FINANCIAL, INC.",1
"Associated Collectors, Inc.",14
"Harvest Credit Management VII, LLC",9
"Credit Service, Inc",21
"Curtwright & Klein, LLC",12
"Zeidman’s Jewelry & Loan of Michigan",1
"Revenue Recovery Bureau (Closed)",11
"BCA Financial Services, Inc.",85
"CNG HOLDINGS INC",154
"APPLE RECOVERY, LLC",24
"National Recovery Solutions, LLC",64
"Team Recovery Inc.",16
"BAS Receivable Management, Inc.",7
"Midwest Loan Services, Inc.",31
"CERTAINTY HOME LOANS LLC",11
"CATHAY BANK",22
"Midwest Credit & Collection, Inc.",51
"Manor Resources, LLC",9
"NATIONWIDE ACCEPTANCE LLC",59
"Brightfunders, LLC",20
"Goldstein, Cruise and Smith LLC",19
"Budget Control Services, Inc.",39
"AMERICAN FINANCE HOUSE LARIBA",3
"Southern Credit Recovery, Inc.",78
"V and H Portfolio",78
"Credit Bureau Services Association",77
"W.J. BRADLEY MORTGAGE CAPITAL",26
"NATIONS DIRECT MORTGAGE, LLC",51
"OUT TECH, INC.",30
"Patriot Mortgage Corporation",8
"ROSS MORTGAGE CORPORATION",4
"Carma Enterprises Inc",9
"The Minacs Group (USA) Inc.",22
"Affiliated Creditors, Inc.",21
"Collection Professionals, Inc (Wyoming)",26
"Silvermine Ventures, LLC",1
"Vitek Real Estate Industries Group, Inc.",8
"Consumer Shield",7
"Creditors Specialty Service Inc",24
"GFS II, LLC",44
"Pendleton Capital Management",24
"Grace Period, Inc.",3
"Coldwater Mediation Group LLP",1
"Levy and Associates, LLC",53
"LendUS, LLC",14
"Deca Financial Services LLC (Closed)",18
"Central Service Bureau, Inc.",6
"M.A.R.S., Inc.",82
"Cognition Lending Corporation",40
"Equidata, Inc.",72
"CALCON MUTUAL MORTGAGE LLC DBA ONETRUST HOME LOANS",12
"The Allen Daniel Associates, Inc.",5
"Client Financial Services of Michigan LLC",6
"American Payment Holdco, Inc.",17
"Affiliated Management Services",20
"Sterling Atlantic Law Group, PC",3
"The Cherrington Firm PLLC",11
"Professional Receivables Network",27
"BAY COUNTRYCONSUMER FINANCE,INC.",4
"Reliant Financial Corporation",30
"OCEANSIDE MORTGAGE COMPANY",21
"Primary Financial Services L.L.C.",49
"NELSON AND KENNARD",91
"ALPAT COMPANY INC",16
"The Shindler Law Firm",5
"Bankers Auto Acceptance",12
"Augusta Collection Agency, Inc.",30
"CAPITAL CENTER LLC",1
"Galaxy Capital Acquisitions, LLC",61
"STEWART INFORMATION SERVICES",23
"Commercial Acceptance Company",66
"Advance Bureau of Collections",33
"Pintor Partners, LP",12
"Orange County Housing Finance Authority",1
"Alliance Asset Management, Inc (Closed)",28
"Moss Law Firm, P.C.",21
"Asset Management Outsourcing, Inc.",412
"New Direction, Inc",2
"Interstate Credit & Collection, Inc.",12
"William D. Meeker Enterprises, Inc.",18
"Morgan & Pottinger, PSC",13
"CIS DIRECT LENDING",17
"Global Financial Services Group",17
"R.T.R. Financial Services, Inc.",8
"National Asset Advisors, LLC",7
"Circle Internet Financial",36
"Account Management Services, Inc.",40
"PACIFIC RESIDENTIAL MORTGAGE",4
"PROFICIO MORTGAGE VENTURES, LLC",33
"SECURITY NATIONAL FINANCIAL CORP",11
"Northwest Trustee Services, Inc.",36
"FastBucks",28
"Filaport Acquisitions",10
"F&M Capital LLC",21
"Danco Financial Services, LLC",24
"AMERIFIRST FINANCIAL, INC.",11
"Swe Homes LP",16
"VNU Group, LLC",11
"Rubin & Debski, P.A.",24
"FEARON FINANCIAL LLC",31
"North American Collectors, Inc.",3
"MidAmerica Mortgage Inc",53
"Roosen, Varchetti & Olivier, PLLC",43
"Lloyd & McDaniel, PLC",56
"Collectech Diversified, Inc.",44
"Complete Credit Solutions, Inc.",45
"INTERNATIONAL CITY MORTGAGE",17
"UNITED COMMUNITY BANK",19
"Southern Service Systems, Inc.",15
"Creditrepair.com Holdings, Inc.",25
"PROFESSIONAL BUSINESS BUREAU INC",6
"Minnesota Office of Higher Education",6
"A & O Recovery Solutions, LLC",20
"99th Floor LLC",2
"Protocol Recovery Service, Inc.",26
"Certified Bureau of the South, Inc",15
"Coastal Financial Solutions, LLC",41
"VANDYK MORTGAGE CORPORATION",29
"MINNESOTA LIFE INSURANCE CO., THE",44
"Carvana Group, LLC",60
"Full Service Mortgage Group, LLC",1
"Rapture Technology",1
"FC LENDING, LTD.",3
"Professional Recovery Management",258
"C.Tech Collections, Inc.",51
"BRAZOS HIGHER EDUCATION AUTHORITY, INC.",12
"Cash Money LLC",2
"CARD Corporation",81
"P&L Acquisitions LLC",25
"NATIONAL AUTO LENDERS, INC.",25
"Credit Bureau of New Ulm, Inc.",5
"Niagara Credit Solutions, Inc",22
"Innovative Strategic Solutions LLC",2
"PROFICIO FINANCIAL SERVICES, LLC",11
"M.L. Zager P.C.",16
"Sequoia Financial Services",82
"Account Outsourcing Group, LLC",6
"Higher Level Processing",15
"Consolidated Recovery Group, LLC",30
"CFM Group LLC",39
"Rushmore Service Center, LLC",43
"Hiday & Ricke, P.A.",34
"Chime Inc.",4
"Marel Consultants Inc",2
"Daniels Norelli Scully & Cecere, P.C.",42
"Peoples Home Equity, Inc.",22
"Credit Technology, Inc.",20
"PLATINUM MORTGAGE INC.",5
"Interstate Recovery Service, Inc.",42
"Thunderbird Finance Management, LC",2
"RUI Credit Services, Inc.",13
"A & E Futures LLC",21
"VANGUARD FUNDING LLC",38
"Instant Cash Advance Corp.",3
"SOUTH CAROLINA STUDENT LOAN CORP.",44
"PINNACLE FINANCIAL PARTNERS, INC.",14
"Cawley & Bergmann, LLP",57
"Zakheim Law Group, P.A.",35
"AAA Collections",45
"Cade Investments LLC",23
"Continental Central Credit, Inc.",44
"Business Revenue Systems, Inc.",36
"Brennan & Clark, Ltd., LLC",47
"Portage Financial Services Company Inc.",6
"Constantino Law Office, P.C.",5
"Knight & Hooper, PLLC",6
"CB1, Inc.",38
"Prudent Law Group",27
"Veterans Relief Services LLC",5
"HIGHLANDS RESIDENTIAL MORTGAGE",7
"Affiliates Management Company",14
"Millco Management",129
"ALASKA COMMISSION ON POST SECONDARY EDUCATION",29
"Wilson, Riley & Associates",22
"Ricart Financial Services",12
"Ray Skillman Westside Imports Inc",4
"Modlin Slinsky, P.A.",14
"Mohr Investigative Services, Inc.",1
"Prancer Capital Corp",8
"Upgrade, Inc.",38
"Check Security Associates, LLC",72
"Anselmo Lindberg Oliver LLC",12
"SYNERGY ONE LENDING, INC.",12
"Medical-Commercial Audit Inc",28
"Amcap Mortgage, Ltd.",11
"PMR Progressive, LLC",9
"Brelvis Consulting, LLC",66
"The Law Offices of Gerald E Moore & Associates, PC",44
"Credit Center, LLC",21
"WATERSTONE MORTGAGE CORPORATION",35
"Accelerated Receivables Solutions",14
"Nationwide Financial Group",54
"Nadler & Associates, P.C.",5
"BARRONS MORTGAGE GROUP LTD",4
"Law Offices of Alan Mege",3
"Innovative Debt Solutions",4
"Peterson Enterprises Inc.",24
"Genesis Financial & Payment Systems Holdings, LLC",20
"S&S Physician Services, Inc.",56
"ABC Credit & Recovery Services Inc.",5
"Moria Development, Inc.",15
"Rose & Associates, LLC.",17
"Midwest Acceptance Corp.",30
"The Winn Brown Law Firm, LLC",1
"Financial Asset Resolution, LLC",21
"Account Control Systems, Inc",16
"TFC Group, LLC",10
"Southern Tier Credit Center Inc",1
"Regional Credit Solutions",29
"FAMILY FIRST FUNDING LLC",5
"RGL Associates, Inc.",10
"All State Credit Bureau, Inc.",58
"United Resource Systems, Inc",75
"Quantum Leap Mortgage Corporation",1
"Weinstein, Karp & Associates, Inc.",6
"Cornerstone Mitigation",7
"Stephens and Michaels Associates, Inc.",78
"Sharinn & Lipshie, P.C.",9
"AMERINATIONAL COMMUNITY SERVICES, INC.",39
"FIRST FINANCIAL SERVICES, INC.",39
"Credit Bureau Services, LLC",10
"Office of Brockman & Rollins, LLC",4
"Neuheisel Law Firm, P.C.",17
"FEDERAL FINANCIAL SERVICES INC",13
"Unique Management Services, Inc",74
"Credit Solutions, LLC (KY)",53
"Coast to Coast Financial Solutions, Inc.",70
"Yakima County Credit Service, INC",9
"Supreme Lending",65
"Receivables Outsourcing, Inc.",66
"MIB Group, Inc.",57
"GAMACHE & MYERS, PC",19
"Dennis Dillon Auto Park and Truck Center, Inc.,",2
"Bonded Adjustment Company",20
"OPEN MORTGAGE LLC",6
"CBC Mortgage Agency",2
"Royal Pacific Funding Corporation",4
"Northeast Collection Bureau",46
"Absolute Resolutions Corp.",32
"SUCCESS MORTGAGE PARTNERS, INC",6
"Amerifund Home Mortgage LLC",1
"MLD MORTGAGE INC",36
"Porania, LLC",16
"Weiss Spicer Cash PLLC",1
"Executive Financial Consultants, Inc",14
"Certified Recovery Inc",11
"Jeffrey G. Lerman, P.C.",10
"Financial Assistance Inc",45
"Great American Finance Co",48
"Jana Ferrell & Associates LLC",18
"J&L Collection Services",29
"Liberty Holdings, LLC",48
"David A. Gallo & Associates, LLP",2
"DRS Financial LLC",31
"Oliver Adjustment Co.",71
"Regional Mediation Associates LLC",3
"Peak Legal Advocates",4
"Multiple Credit Solutions",3
"Insikt, Inc.",14
"Long & Foster Financial Services, Inc.",16
"Michael Haynes & Associates, LLC",15
"Tuition Options LLC",29
"The Hallstrom Law Firm PLLC",1
"CASH AMERICA INTERNATIONAL, INC.",131
"Open Dealer Exchange, LLC",17
"SCHOOLSFIRST FEDERAL CREDIT UNION",101
"General Credit Service Inc.",7
"Wilber and Associates, P.C.",84
"GTL Investments, Inc.",4
"Lynx Asset Services, LLC",27
"ULRS, Inc.",28
"First Wholesale Lending, Inc",2
"FIRST CALIFORNIA MORTGAGE CO., INC.",18
"JTM Capital Management, LLC",67
"The Law Office of Daniel Slane",32
"Veldos, LLC",28
"Partners for Payment Relief",30
"RSB Equity Group, LLC",13
"TAMMAC HOLDINGS CORP",19
"DFC GLOBAL CORP",117
"E*TRADE BANK",207
"Speedee Cash Management",6
"Turner Acceptance Corp.",28
"Mediation Recovery Center",28
"Titanium Funds",4
"Preferred Collection and Management, Inc.",74
"Kenneth, Eisen & Associates, Ltd.",33
"We Collect Inc",36
"NTFN INC.",5
"AAS Debt Recovery Inc.",21
"Cordoza & Wexler Recovery Services",32
"National Commercial Services, Inc",91
"American Finance LLC",12
"SHAPESHIFT AG",9
"Quad Corporation, Inc.",9
"DOUGLAS, KNIGHT & ASSOCIATES, INC.",8
"Baxter Bailey & Associates",6
"Neighborhood Assistance Corporation of America (""NACA"")",72
"Integrated Asset Recovery LLC",15
"AUTOMOTIVE CREDIT CORPORATION",52
"Integrity Funding Ohio, LLC",21
"Vermont Student Assistance Corporation",39
"MORTGAGE AMERICA, INC",4
"RP FUNDING INCORPORATED",30
"RETAIL MERCHANTS ASSOCIATION OF LUBBOCK",2
"KeyBridge Medical Revenue Management",62
"HANCOCK MORTGAGE PARTNERS LLC",5
"Audit & Adjustment Co. Inc.",38
"DEVAL LLC",19
"PELICAN CREDIT CO",3
"Asset Maximization Group, Inc.",16
"Credit Corp Solutions Inc.",138
"The Best Service Co.,Inc",161
"KMT Group, LLC",2
"USCB Corporation",90
"HOMEOWNER MORTGAGE OF AMERICA",1
"Skrill USA, Inc.",34
"Westside Recovery Services, LLC",15
"Imagine Home Lending, LLC",2
"Independent Recovery Resources, Inc.",47
"Quality Asset Recovery LLC",157
"KLS Financial Services, Inc",27
"ALLEN TATE MORTGAGE SERVICES",8
"Vista Mortgage Corporation",1
"Old Republic National Title Holding Co.",11
"Law Offices of Krista L. White & Associates, P.S.",7
"CITY NATIONAL BANK",76
"WELLMONT HEALTH SYSTEM",11
"World Recovery Service, LLC",37
"Centron Services",38
"IMMEDIATE RECOVERY GROUP, INC",17
"Herbert P. Sears Co., Inc.",126
"Everest Receivable Services Inc.",54
"MORTGAGE INVESTORS CORPORATION",72
"FIRST CONTINENTAL MORTGAGE LTD",33
"Professional Credit Management, Inc",84
"CONTRACT RESOLVE GROUP LLC",30
"Cobalt Mortgage",10
"DEPENDABLE CREDIT CORP",4
"MILLENNIUM FINANCIAL GROUP, L.L.C.",35
"DataMax Corporation",127
"Encircle Collections, Inc.",10
"Denovus Corporation, Ltd.",12
"Instarem PTE Limited",2
"Eagle Recovery Associates, Inc.",23
"Rocky Mountain Recovery Group",23
"Merchants and Medical Credit Corporation, Inc.",183
"Universal Collection Systems, INC",19
"Village Capital & Investment LLC",45
"Forster, Garbus and Garbus",36
"1ST ALLIANCE LENDING, LLC",23
"Business & Professional Collection Service Inc",51
"Blackhawk Finance",10
"Operating Partners Co., LLC",7
"Velocity Portfolio Group",79
"Westcreek Financial",20
"Stephen Einstein & Associates, P.C.",41
"TRUSTMARK CORPORATION",142
"SANFORD & ADAMS, Attorneys at Law PLLC",1
"Clarkson Law Firm, LLC",6
"NICHOLAS FINANCIAL INC.",97
"United Debt Counselors, LLC",25
"Titan Receivables, Inc.",29
"Oracle Financial Group LLC.",197
"MORTGAGE CLEARING CORPORATION",14
"SECURITY CREDIT SYSTEMS INC",71
"Agency of Credit Control",35
"Pinnacle Asset Management, LLC",91
"Hyperion Recovery LLC",8
"Larry H. Miller Group of Companies",41
"NIC, Inc.",36
"Cottonwood Financial Ltd.",276
"ADIR INTERNATIONAL, INC.",10
"Kadent Corporation",12
"PRIMARY RESIDENTIAL MORTGAGE",100
"PLATINUM HOME MORTGAGE CORPORATION",25
"Express Aviation",54
"Kelsting Group, Inc.",118
"Seed Consulting, LLC",5
"Affiliated Acceptance Corporation",47
"M. G. Credit, Inc.",72
"Kuber Financial, LLC dba Fluid Credit",1
"Ridge & Valley Realty, Inc.",44
"Global Equity Finance, Inc.",17
"Metro Republic Commercial Service, Inc.",9
"Noyes Law Firm P.C.",3
"The Cadle Company",8
"Prime Source Mortgage, Inc",4
"CIG FINANCIAL LLC",38
"States Recovery Systems, Inc.",59
"Systematic National Collection, Inc.",47
"General Business Recoveries, Inc.",21
"Live Well Financial, Inc.",43
"First Texas Auto Credit, Inc.",3
"Finance Authority of Maine",8
"McKellar & Associates Group, Inc.",34
"Jason A Craig, PC",19
"SOUTHWEST FUNDING, LP",10
"Professional Medical Management, Inc.",123
"Omni Financial Group, Inc",67
"ESCALLATE, LLC",114
"PCR Group",19
"Hatfield Portfolio Group LLC.",53
"PlusFour, Inc",161
"Activehours",40
"RevSolve, Inc.",83
"CountryPlace Acceptance Corporation",35
"Fair Financial Corp.",18
"Access Receivables Management",65
"Alabama Housing Finance Authority",88
"Law Offices of Thomas B. Peterman, P.A.",1
"Helm Associates",11
"Assigned Credit Solutions",17
"Eastern Revenue, Inc",61
"GARRETT FIRM",4
"Drew Eckl & Farnham, LLP",15
"Norwich Commercial Group, Inc.",11
"Dominion Law Associates, P.L.L.C.",57
"Eastern Asset Services LLC",14
"Data and Contact Management Solutions, LLC",62
"Resource Management Group",17
"The Thomas Agency, Inc.",108
"ROYAL UNITED MORTGAGE LLC",58
"JPay Inc.",87
"MSW Capital, LLC",37
"Jenka Group Inc",3
"LCS FINANCIAL SERVICES CORPORATION",30
"Dellwo, Roberts & Scanlon, P.S.",1
"GSF MORTGAGE CORP",14
"Lowther Johnson Attorneys at Law, LLC",2
"Concord Servicing Corporation",88
"Key 2 Recovery, Inc.",84
"Southern Credit Adjusters, Inc.",22
"HABITAT FOR HUMANITY INTERNATIONAL, INC.",48
"Mid-Atlantic Consumer Services",44
"Global Asset Management Group, Inc.",41
"Skopos Financial, LLC",57
"CU Recovery, Inc.",41
"Crown Asset Management, LLC",115
